lambda/nm eps_re eps_im
619.92	-25.787001	23.309999
623.04	-26.021999	23.495001
626.18	-26.261	23.683001
629.36	-26.504999	23.872999
632.57	-26.753	24.065001
635.82	-26.995001	24.285
639.09	-27.253	24.478001
642.41	-27.513	24.677
645.75	-27.777	24.879999
649.13	-28.044001	25.089001
652.55	-28.313	25.304001
656	-28.586	25.523001
659.49	-28.861	25.747999
663.02	-29.139	25.978001
666.58	-29.419001	26.212999
670.18	-29.702	26.454
673.83	-29.988001	26.700001
677.51	-30.275999	26.951
681.23	-30.566999	27.208
685	-30.860001	27.469999
688.8	-31.155001	27.738001
692.65	-31.452999	28.011
696.54	-31.753	28.290001
700.48	-32.054001	28.575001
704.46	-32.358002	28.865999
708.48	-32.664001	29.163
712.55	-32.971001	29.466
716.67	-33.279999	29.775
720.84	-33.591	30.091
725.05	-33.903999	30.412001
729.32	-34.217999	30.740999
733.63	-34.533001	31.076
738	-34.849998	31.417
742.42	-35.167999	31.766001
746.89	-35.487	32.120998
751.42	-35.806999	32.483002
756	-36.127998	32.853001
760.64	-36.450001	33.229
765.33	-36.772999	33.612999
770.09	-37.097	34.005001
774.9	-37.422001	34.403999
779.77	-37.747002	34.810001
784.71	-38.073002	35.223999
789.71	-38.398998	35.645
794.77	-38.726002	36.074001
799.9	-39.053001	36.511002
805.09	-39.380001	36.956001
810.35	-39.708	37.408001
815.69	-40.035999	37.868
821.09	-40.365002	38.335999
826.56	-40.693001	38.812
832.11	-41.021999	39.294998
837.73	-41.352001	39.785999
843.43	-41.681	40.284
849.21	-42.011002	40.790001
855.06	-42.34	41.304001
861	-42.671001	41.824001
867.02	-43.000999	42.352001
873.13	-43.332001	42.886002
879.32	-43.664001	43.426998
885.6	-43.995998	43.974998
891.97	-44.327999	44.528999
898.44	-44.661999	45.089001
904.99	-44.995998	45.653999
911.65	-45.331001	46.224998
918.4	-45.667999	46.799999
925.26	-46.006001	47.381001
932.21	-46.345001	47.965
939.27	-46.686001	48.553001
946.44	-47.029999	49.144001
953.72	-47.375	49.737999
961.12	-47.723999	50.334
968.63	-48.075001	50.931
976.25	-48.429001	51.528999
984	-48.786999	52.127998
991.87	-49.147999	52.724998
999.87	-49.514	53.320999
1008	-49.884998	53.915001
1016.26	-50.261002	54.506001
1024.66	-50.643002	55.092999
1033.2	-51.030998	55.674
1041.88	-51.425999	56.25
1050.71	-51.827999	56.819
1059.69	-52.237999	57.379002
1068.83	-52.655998	57.929001
1078.12	-53.084	58.469002
1087.58	-53.521	58.997002
1097.21	-53.969002	59.511002
1107	-54.429001	60.011002
1116.97	-54.900002	60.493999
1127.13	-55.383999	60.959
1137.47	-55.882	61.403999
1148	-56.395	61.827999
1158.73	-56.923	62.228001
1169.66	-57.466999	62.604
1180.8	-58.028	62.952
1192.16	-58.606998	63.271
1203.73	-59.205002	63.560001
1215.53	-59.823002	63.813999
1227.57	-60.460999	64.032997
1239.84	-61.120998	64.213997
